customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
1212,68.0,Male,East,Post-Graduate,Self-Employed,608182.5732864453,240625.86906309106,Home,598.9081888605638,3,288,1.07,2024-08-07,0
1213,59.0,Female,West,Secondary,Salaried,942549.206671325,260100.31929345915,Car,514.1384262074371,7,66,1.43,2020-06-21,1
1214,61.0,Male,North,Graduate,Salaried,398766.09969299036,342990.3784070833,Other,611.2937804515142,3,378,1.27,2018-01-30,0
1215,41.0,Male,North,Graduate,Salaried,986884.8033984738,381982.0964105458,Home,600.0778001347502,1,110,0.25,2018-10-18,0
1216,32.0,Male,East,Graduate,Salaried,517869.61149641185,208975.9127933765,Business,659.1912566268287,10,72,0.81,2025-01-28,0
1217,49.0,Female,West,Primary,Self-Employed,1145384.170491761,438256.92055802385,Business,685.2559041222596,7,237,0.72,2018-08-30,0
1218,49.0,Male,West,Graduate,Salaried,448673.49412963336,472512.3011864833,Car,585.8252264157692,11,367,0.6,2020-07-26,1
1219,41.0,Male,North,Secondary,Self-Employed,612106.9803499682,314944.2652770089,Home,679.8797889381605,6,96,0.79,2018-10-04,0
1220,58.0,Male,West,Post-Graduate,Unemployed,714646.7843855883,374136.1830707411,Education,573.500337370666,3,223,0.7,2018-05-09,0
1221,69.0,Female,West,Secondary,Salaried,713079.6369556208,438938.99604622216,Home,639.9765987489236,8,63,0.76,2021-09-15,0
1222,66.0,Other,West,Secondary,Self-Employed,822707.1251545239,154999.57829345012,Business,601.8064719471333,8,175,1.47,2018-10-18,0
1223,66.0,Male,South,Graduate,Salaried,378579.39543833066,454687.50850667973,Car,709.6938910463235,7,21,0.32,2023-10-07,1
1224,69.0,Female,East,Secondary,Salaried,690671.8979383413,180767.971723555,Car,659.3418479995679,0,376,1.4,2020-09-01,0
1225,29.0,Female,South,Graduate,Self-Employed,734532.9266006802,189785.3890993914,Education,641.1865659334577,6,332,0.82,2021-02-14,0
1226,56.0,Female,East,Graduate,Salaried,568065.4439929683,296008.8359098282,Car,,4,76,1.01,2023-06-12,0
1227,,Male,North,Post-Graduate,Salaried,801014.6543648544,91856.23191421067,Car,623.6926953298769,6,309,1.28,2020-05-27,0
1228,20.0,Male,West,Graduate,Salaried,363407.5216280548,292965.50600190304,Car,796.3248649860841,11,77,0.67,2024-01-18,1
1229,66.0,Male,East,Secondary,Salaried,618386.5277373291,438401.5163677048,Car,609.9132703421963,8,273,0.76,2019-06-26,0
1230,54.0,Male,South,Primary,Unemployed,511703.9688990835,117834.7003406494,Car,688.3525534077187,1,199,0.73,2024-05-27,0
1231,66.0,Male,West,Primary,Unemployed,619142.2676127453,462547.5596267561,Business,640.988294648985,12,176,0.69,2024-06-18,0
1232,34.0,Female,North,Primary,Self-Employed,1061758.864980301,189208.75167420227,Home,686.0660251659231,10,54,1.4,2023-04-21,0
1233,66.0,Male,East,Primary,Self-Employed,1066613.9315393502,297577.7725817773,Other,716.9580698154591,3,94,1.28,2020-09-22,0
1234,19.0,Male,East,Graduate,Salaried,1017604.115145305,203457.56707028975,Car,621.6817205343139,3,308,0.34,2023-04-22,0
1235,19.0,Female,East,Graduate,Salaried,584435.6799797872,357345.8081005369,Other,706.7818741156099,1,390,0.34,2022-07-26,0
1236,45.0,Male,West,Secondary,Salaried,926904.5692000517,447966.52072579635,Other,850.0,2,94,0.76,2020-02-19,0
1237,40.0,Female,South,Graduate,Salaried,728090.531731451,370832.2867826334,Business,695.4031995353364,10,348,0.33,2019-01-22,0
1238,54.0,Female,South,Post-Graduate,Salaried,711397.4258757521,267803.67237031285,Car,779.0865171679836,12,97,1.0,2019-02-02,0
1239,49.0,Male,East,Graduate,Unemployed,680659.6630952077,211519.47036681496,Other,688.4836800085291,7,274,0.39,2025-05-23,0
1240,50.0,Female,North,Graduate,Salaried,1139604.4643447814,259198.37789368103,Car,575.4430702241995,11,284,0.88,2022-11-01,1
1241,18.0,Female,North,Secondary,Salaried,1041459.651389116,372497.5473481554,Education,672.0555197802387,8,323,0.21,2021-12-22,0
1242,36.0,Female,South,Secondary,Salaried,886224.1046117743,378940.0149302768,Education,623.5692963032055,5,86,0.61,2022-10-01,0
1243,19.0,Female,North,Primary,Self-Employed,657424.7586223434,353420.3041979188,Education,602.3247442145941,9,240,1.08,2022-08-11,0
1244,70.0,Female,South,Secondary,Self-Employed,709890.1895636405,141309.98468831126,Other,644.1931831678171,1,183,0.83,2023-03-28,0
1245,61.0,Female,East,Post-Graduate,Salaried,832641.6511344336,265266.10495857964,Education,637.6199937016999,1,394,1.47,2018-08-10,0
1246,43.0,Male,South,Graduate,Salaried,569597.7720364945,195494.1076198511,Business,565.2060075365712,6,239,1.34,2025-04-30,1
1247,49.0,Male,South,Secondary,Self-Employed,934578.928991126,374169.62260341935,Business,850.0,7,191,0.67,2025-03-31,0
1248,23.0,Male,East,Secondary,Salaried,469688.72213927336,183049.90934676508,Other,714.6296731577758,7,273,0.26,2019-02-08,0
1249,49.0,,North,Graduate,Salaried,797960.9219993514,336390.13419241505,Car,669.5512196673692,5,229,1.3,2018-09-06,0
1250,21.0,Male,South,Primary,Self-Employed,150000.0,233026.18765300998,Home,657.1904089000778,9,207,1.38,2022-07-08,1
1251,28.0,Female,South,Secondary,Self-Employed,562345.3683494675,104867.39312556281,Car,746.1878895697516,7,210,1.27,2021-10-21,0
1252,34.0,Female,East,Post-Graduate,Salaried,1219419.283229861,427401.7186116858,Car,816.0456289847594,0,234,0.37,2019-03-24,0
1253,55.0,Female,North,Secondary,Self-Employed,959047.8735979777,264965.8924815473,Car,704.8068297610059,8,394,1.5,2020-10-15,0
1254,41.0,Other,South,Primary,Self-Employed,1083867.112483631,507873.9916623285,Car,659.6954163827456,12,105,0.54,2020-02-24,0
1255,22.0,Female,East,Secondary,Salaried,533173.0831614045,116698.09108212122,Home,767.8115257582093,11,125,1.14,2020-02-19,0
1256,69.0,Female,South,Post-Graduate,Unemployed,725943.209200109,231941.2404255245,Education,661.3887394348689,0,351,1.38,2024-01-06,0
1257,51.0,Male,West,Graduate,Self-Employed,1020498.0632735761,240818.25263420574,Car,684.8251847700081,12,315,0.51,2023-01-12,0
1258,23.0,Female,East,Secondary,Self-Employed,3433094.934705377,307153.5749479725,Business,730.080873602547,2,38,1.38,2019-07-29,0
1259,39.0,Male,North,Secondary,Self-Employed,827141.4693395798,138331.23585302228,Other,619.0816689700592,11,66,0.6,2022-09-25,0
1260,28.0,Male,North,Secondary,Salaried,1107645.4925825158,352222.7011988566,Other,483.9332482075282,8,84,1.47,2020-01-22,1
1261,65.0,Female,North,Graduate,Salaried,439886.25859651796,697900.0684886103,Business,615.1935819735985,10,165,0.57,2021-02-14,0
1262,33.0,Female,North,Graduate,Salaried,653940.4901386242,340193.0988710701,Car,711.8400743503508,4,305,1.44,2023-03-10,0
1263,50.0,Male,South,Primary,Salaried,261478.60933266144,281091.69193599327,Home,706.2040718174543,8,85,0.27,2020-10-20,1
1264,,Female,South,Post-Graduate,Salaried,426223.4870160997,134762.7759453598,Education,,8,24,1.12,2018-11-05,0
1265,23.0,Female,North,Primary,Unemployed,968546.3480447428,182203.0390144826,Other,618.253517290439,5,112,0.89,2022-12-21,0
1266,33.0,Female,North,Secondary,Self-Employed,470662.6834519692,260948.29143991866,Education,776.4740194357411,10,372,0.82,2024-03-04,0
1267,46.0,Female,North,Primary,Self-Employed,883881.0635312743,205892.9730746705,Home,664.8054264361568,0,113,0.49,2019-02-06,0
1268,20.0,Female,South,Secondary,Unemployed,1114621.26049202,448259.7816694571,Other,698.3530530050945,9,125,1.12,2018-07-27,0
1269,37.0,Other,North,Secondary,Self-Employed,655515.4562520153,350407.3453159446,Education,722.2890206635444,6,152,0.45,2025-04-25,0
1270,53.0,Female,North,Secondary,Salaried,829965.8599499532,1031154.1778068244,Home,539.4667498485042,5,360,0.92,2024-01-24,0
1271,36.0,Female,West,Primary,Salaried,885828.03238573,492959.8800261058,Education,569.608224589846,8,333,0.53,2018-03-02,1
1272,43.0,Other,West,Graduate,Salaried,394626.2342333587,272817.214426194,Car,566.9527586346203,6,98,1.44,2019-01-18,1
1273,20.0,Female,North,Primary,Self-Employed,545886.9136747383,134356.74449753072,Home,735.7773747879055,11,231,0.24,2020-08-26,0
1274,36.0,Male,East,Graduate,Salaried,449084.69708204945,88325.10073273188,Education,625.5634710608617,10,27,0.46,2019-11-13,0
1275,37.0,Male,North,Post-Graduate,Self-Employed,565819.2224792428,385139.34764760826,Car,812.2065578659774,11,178,0.52,2022-07-23,0
1276,49.0,Male,West,Secondary,Salaried,879027.6745202749,343969.3011339596,Car,650.2700779913807,12,287,0.74,2023-06-13,0
1277,24.0,Male,East,Secondary,Self-Employed,551200.8172644271,175028.62005005582,Home,532.2900921534799,3,168,0.5,2023-05-26,0
1278,69.0,Female,East,Secondary,Self-Employed,691211.6932670458,281113.7891089722,Business,596.2065991435853,6,369,0.84,2020-05-25,1
1279,58.0,Female,North,Primary,Self-Employed,439384.59576719115,195901.29227910264,Other,659.3901090575462,1,110,1.33,2022-07-01,0
1280,50.0,Female,West,Secondary,Unemployed,1006605.5411334255,209587.43300165626,Home,691.2151891354783,5,255,1.13,2018-08-29,0
1281,57.0,Male,West,Graduate,Self-Employed,563722.5024441658,228629.41431667074,Car,571.2129817534101,5,308,0.95,2019-11-06,0
1282,56.0,Female,East,Graduate,Unemployed,,171393.5085453895,Car,695.4784617445017,1,375,0.32,2022-04-02,0
1283,35.0,Female,North,Primary,Unemployed,715232.27346234,187526.42449260133,Home,716.8434205636765,3,187,1.1,2018-01-09,0
1284,57.0,Female,South,Graduate,Self-Employed,348250.10550923017,190190.65169707304,Business,598.7241920355735,7,212,0.42,2022-05-19,1
1285,18.0,Female,South,Secondary,Self-Employed,657243.3133635939,331518.67550182977,Other,807.5325769647318,7,206,1.22,2020-12-22,0
1286,28.0,Female,West,Graduate,Salaried,434305.7931334589,67029.62145957298,Education,607.3872781319554,12,290,0.53,2023-02-07,0
1287,45.0,Male,South,Graduate,Salaried,847337.3443445382,239470.46510642167,Home,570.0097540627565,7,133,0.74,2021-03-14,1
1288,42.0,Female,West,Graduate,Salaried,634659.3044182834,155773.61739688765,Other,527.6621988218767,7,30,0.66,2022-09-29,1
1289,67.0,Male,West,Primary,Salaried,740802.5637568386,158613.17524374728,Other,747.651255895373,0,74,1.32,2024-03-26,0
1290,40.0,Male,West,Primary,Salaried,607661.7224883593,206317.86922117163,Car,651.8306301876722,1,277,0.36,2023-06-17,0
1291,48.0,Female,South,Post-Graduate,Unemployed,561164.4240341687,266420.2278179621,Education,611.6571208428488,11,84,0.94,2019-09-27,0
1292,47.0,Male,West,Secondary,Unemployed,456594.4975960932,241058.29450757423,Home,532.0689251654538,3,191,0.38,2020-02-17,0
1293,59.0,Female,East,Post-Graduate,Self-Employed,909055.7342053824,157624.31777425983,Car,618.8599261146429,11,291,1.12,2021-04-30,0
1294,52.0,Male,North,Secondary,Salaried,656711.7245500755,384942.11804335593,Car,840.515631014089,8,169,1.38,2020-06-10,0
1295,24.0,Female,North,Primary,Salaried,621327.276575404,170876.78267017007,Business,478.4409996991106,2,381,0.76,2018-08-28,0
1296,33.0,Male,West,Primary,Salaried,650446.5253894599,185841.02297631378,Other,599.467327917396,5,165,0.83,2024-06-30,0
1297,43.0,Other,North,Secondary,Salaried,530284.5516285563,309355.3493227761,Home,793.4227176033769,6,228,1.41,2024-01-30,0
1298,65.0,Female,South,Post-Graduate,Salaried,622162.1433059936,314954.7580159183,Home,749.9178437655619,7,305,0.88,2018-09-07,0
1299,69.0,Male,South,Secondary,Salaried,751407.4536733719,197629.66300141986,Home,604.3499465374974,12,29,0.83,2021-07-08,0
1300,66.0,Female,North,Secondary,Unemployed,441465.7502358088,61816.091199499446,Car,666.2876077548244,6,246,0.95,2018-08-23,0
1301,19.0,Other,South,Secondary,Self-Employed,477662.00173019804,172345.1716412035,Business,687.0349923755527,2,205,1.1,2018-07-25,0
1302,18.0,Male,North,Primary,Salaried,1044571.0234056684,290960.87679742643,Education,660.7070865445814,5,81,0.34,2024-07-20,0
1303,65.0,Male,North,Secondary,Salaried,,378625.938429085,Car,792.7560167687341,4,104,1.27,2023-05-07,0
1304,29.0,Female,North,Primary,Salaried,562109.7977689975,257906.31330585195,Education,677.1803364366363,12,153,0.77,2023-08-22,0
1305,22.0,Female,West,Graduate,Salaried,364032.0986101811,211188.62626711206,Business,740.841303277043,11,342,0.29,2023-12-16,1
1306,54.0,Female,North,Secondary,Unemployed,912669.4093685598,844589.0889936214,Other,664.5279015276492,9,316,1.22,2019-10-07,0
1307,49.0,Female,West,Secondary,Salaried,436018.54662228917,222739.21780536708,Home,487.4088949818828,3,190,0.69,2018-08-21,0
1308,26.0,Male,North,Secondary,Salaried,696176.8347596355,364439.68496645003,Education,554.6069797314813,0,232,0.33,2023-09-12,0
1309,58.0,Male,North,Secondary,Salaried,272953.7326708524,137650.61140353754,Car,571.209772055518,12,37,1.02,2018-11-25,1
1310,52.0,Female,North,Post-Graduate,Salaried,904543.2000910292,155580.1132054558,Education,630.0571314179195,6,333,1.34,2020-02-01,0
1311,36.0,Male,South,Secondary,Self-Employed,994214.0609046451,370890.74328731117,Other,816.2731391211513,7,79,1.35,2018-10-08,0
1312,65.0,Male,West,Primary,Self-Employed,821130.0863695039,452381.27766348433,Home,678.9929170300361,1,107,1.44,2024-09-03,0
1313,33.0,Female,West,Graduate,Self-Employed,,220828.4765393724,Education,641.5369518348188,6,46,1.33,2018-10-06,1
1314,20.0,Female,North,Primary,Salaried,909690.5359773077,106476.77382367974,Other,749.0846396924518,5,87,0.2,2020-08-21,0
1315,37.0,Female,North,Primary,Salaried,493162.75008991186,246772.3005463216,Car,533.8493059598601,4,297,0.69,2022-07-12,0
1316,41.0,Female,South,Post-Graduate,Salaried,407257.03031959693,294991.8330580592,Business,610.8243863881409,12,59,1.26,2019-05-07,0
1317,50.0,,South,Graduate,Unemployed,604134.7385605867,281928.5698595508,Car,599.0137076847967,3,128,0.68,2024-05-22,0
1318,41.0,Female,South,Post-Graduate,Salaried,599158.0816633777,202461.52905794722,Home,681.843324757451,1,93,0.98,2020-10-05,0
1319,69.0,Female,West,Secondary,Salaried,573737.8372049276,248589.4303271612,Car,,9,85,0.99,2024-06-29,0
1320,28.0,Male,West,Secondary,Self-Employed,1018418.5619761735,184445.91905811586,Car,687.7188441621784,5,187,0.67,2024-09-01,0
1321,66.0,Male,West,Primary,Self-Employed,1202956.4991106568,153903.47330127092,Car,688.985318657513,4,281,1.38,2018-06-12,0
1322,,Female,North,Secondary,Salaried,357715.86566263385,391536.59361402545,Car,621.1112704625643,1,387,0.85,2024-12-11,0
1323,53.0,Female,West,Graduate,Salaried,527791.9014188524,281784.86161879066,Home,675.6607886492911,9,293,0.8,2018-12-02,0
1324,55.0,Male,East,Secondary,Salaried,735687.0840112391,248863.0989134081,Other,582.8129703375688,6,356,1.5,2022-09-14,1
1325,57.0,Male,East,Graduate,Unemployed,602820.8772656932,208235.74964538237,Education,703.931114800624,5,377,0.84,2025-05-16,0
1326,,Male,South,Graduate,Salaried,799849.687319629,245220.5335860786,Business,609.9517596269343,11,256,0.43,2024-07-18,0
1327,52.0,Male,West,Primary,Unemployed,928996.3389864487,290732.3066600379,Education,560.2792351759701,10,234,0.87,2024-05-04,1
1328,65.0,Female,East,Secondary,Salaried,887341.4855675104,636882.7093854353,Education,653.0255548665668,8,385,1.26,2023-11-12,0
1329,42.0,Male,South,Graduate,Unemployed,852433.391962458,372230.44784673303,Business,496.95070685242496,10,305,1.21,2021-07-19,1
1330,52.0,Female,West,Secondary,Self-Employed,1114773.8802299309,192306.44359031648,Home,767.9496057596806,9,397,1.23,2020-12-04,0
1331,42.0,Female,North,Graduate,Salaried,,193323.0936644235,Business,713.7679197529359,4,168,1.12,2020-04-16,0
1332,46.0,Female,East,Secondary,Unemployed,1070027.1979886538,178824.37355228668,Home,676.9575880198242,8,337,0.53,2021-07-10,0
1333,35.0,Female,North,Primary,Salaried,596752.0914775641,242738.43280599182,Education,520.10522036842,8,395,1.32,2020-09-04,1
1334,63.0,Male,West,Graduate,Unemployed,896281.3051689067,178755.50814515486,Home,593.9847853541269,12,126,1.36,2020-12-23,1
1335,35.0,Female,East,Post-Graduate,Self-Employed,442583.44293013914,340241.8177599529,Other,900.0,0,160,0.45,2022-06-10,0
1336,19.0,Male,West,Primary,Salaried,472875.9020266806,71556.44602352416,Business,628.9516183179834,4,95,0.37,2019-06-21,0
1337,52.0,,North,Graduate,Self-Employed,865529.3228705069,350664.1317155045,Other,514.9148027642022,8,28,1.47,2025-03-28,1
1338,33.0,Female,East,Secondary,Unemployed,217817.4943125386,307948.77829934226,Education,544.6856795571086,6,215,1.33,2021-05-13,1
1339,58.0,Male,North,Graduate,Salaried,947360.5195720781,504524.2785357717,Business,627.3524482469137,5,314,1.36,2023-02-16,0
1340,53.0,,West,Graduate,Salaried,1014990.875585397,415980.96345754556,Education,547.3368481132934,5,299,1.35,2021-07-19,0
1341,50.0,Female,West,Secondary,Self-Employed,744446.21345724,190641.71492896395,Other,759.710985910661,10,400,0.9,2018-10-25,0
1342,21.0,Male,North,Secondary,Self-Employed,735440.2588946393,393229.63786472235,Education,689.5630687524666,6,137,1.04,2018-02-08,0
1343,50.0,Female,East,Graduate,Salaried,491590.963772887,246709.3646322959,Business,585.7228712608775,0,309,0.91,2023-02-21,0
1344,31.0,Male,North,Secondary,Salaried,868612.3506009171,102012.09067570243,Business,743.5323862412571,3,80,0.27,2024-12-19,0
1345,38.0,Female,West,Graduate,Salaried,786916.3116018565,290516.59226232016,Education,727.4165270938952,12,354,1.17,2024-04-25,0
1346,65.0,Female,North,Primary,Salaried,469623.65099404426,196393.05047206205,Business,673.1166685109536,0,325,0.86,2019-02-14,0
1347,37.0,Female,West,Post-Graduate,Salaried,602130.012477952,268367.0087212784,Business,646.8331013228836,5,70,1.04,2018-10-28,0
1348,25.0,Female,North,Graduate,Unemployed,660166.1438260492,612757.7291223818,Education,626.1220953416129,12,71,0.85,2024-01-12,0
1349,24.0,Male,East,Post-Graduate,Salaried,601799.4508702032,300256.8191824472,Other,606.8049033774674,3,141,0.84,2020-05-23,0
1350,,Female,East,Primary,Self-Employed,359272.1466625063,161350.22216698457,Business,543.0566464633717,0,186,0.42,2023-09-04,1
1351,34.0,Male,North,Graduate,Salaried,874755.0771459739,434611.3675478441,Business,772.2663004078399,8,27,0.56,2020-12-22,0
1352,50.0,Female,North,Graduate,Salaried,639122.3860245263,321666.72888189706,Business,608.3589424983027,11,388,0.41,2019-06-27,0
1353,65.0,Male,East,Secondary,Salaried,703841.1939733274,152119.10606060087,Business,652.2560487769866,3,64,0.45,2021-11-30,0
1354,,Female,West,Secondary,Salaried,,120196.25164301341,Education,,11,363,1.46,2018-10-09,1
1355,68.0,Male,East,Primary,,818817.8684929975,164609.4899846079,Other,629.2439586712536,5,264,0.4,2020-09-27,0
1356,39.0,Female,West,Graduate,Unemployed,749674.0460953509,407644.56126977585,Other,850.0,12,303,0.55,2022-02-22,0
1357,39.0,Female,North,Secondary,Self-Employed,,230775.10253799937,Home,591.9201677003819,6,394,0.97,2021-03-13,1
1358,63.0,Female,North,Primary,Unemployed,820149.6782347461,279447.9306188942,Business,765.8876619633241,7,126,0.99,2019-10-09,0
1359,,Male,West,Graduate,,,137411.47418170015,Business,647.775558627688,11,46,0.4,2022-11-30,0
1360,55.0,Female,North,Secondary,Salaried,515070.7956243599,413167.9672014622,Home,704.3950770795716,12,212,1.23,2024-02-04,0
1361,55.0,Male,West,Primary,Self-Employed,916488.1709791613,97969.17504536835,Other,749.5664204317002,10,356,1.22,2021-05-24,0
1362,62.0,Male,South,Post-Graduate,,629355.9753033855,193360.43053368837,Car,671.7813907524799,8,376,0.51,2024-11-10,0
1363,68.0,Male,East,Post-Graduate,Salaried,657070.6083509448,330787.65723053546,Car,621.8634274895768,8,81,0.58,2025-05-02,0
1364,25.0,Male,South,Secondary,Self-Employed,657007.0984268313,153075.15324869007,Other,635.1127217374049,7,81,1.42,2023-12-07,0
1365,44.0,Female,West,Primary,Salaried,599598.0723357176,364785.4456979944,Business,637.805721468293,9,301,1.27,2018-02-02,0
1366,44.0,Female,East,Graduate,Salaried,661365.2514425326,173755.25554736416,Car,799.149644553233,10,140,1.11,2024-03-21,0
1367,51.0,Male,West,Secondary,Self-Employed,1181551.8906831443,145359.41863701056,Education,531.2699378271687,11,299,0.31,2021-05-11,1
1368,38.0,Male,East,Secondary,Salaried,438044.48646807694,510548.55889223213,Education,508.34184337657655,11,58,0.74,2019-03-01,1
1369,47.0,Male,East,Secondary,Salaried,496373.9473095975,289805.44472103764,Home,513.6757666241786,2,399,0.93,2019-07-05,0
1370,50.0,Male,East,Secondary,Unemployed,1046081.1045385625,347847.01117190265,Other,578.4854853142061,11,296,0.44,2020-12-19,1
1371,45.0,Other,East,Graduate,Self-Employed,606298.9038762321,446459.86724825785,Other,706.006646175869,1,113,0.78,2019-04-18,0
1372,64.0,Male,West,Secondary,Salaried,587344.6789812762,72428.16523083685,Car,710.9135433923358,4,134,0.98,2019-03-15,0
1373,50.0,Male,East,Graduate,Self-Employed,958715.9641933584,368571.9859044348,Business,601.3997886874633,0,195,0.63,2024-03-16,0
1374,22.0,Male,East,Post-Graduate,Salaried,344951.0956795622,183411.47550412416,Other,647.7206777872128,2,140,1.22,2019-09-29,0
1375,65.0,Female,South,Secondary,Salaried,905363.6073133515,195900.78373486022,Car,560.6961091929732,0,32,1.29,2021-01-20,0
1376,36.0,Other,North,Graduate,Unemployed,711404.107330386,333941.310292915,Car,568.1158170074906,12,182,0.62,2021-02-28,1
1377,21.0,Female,North,Post-Graduate,Self-Employed,816200.5327079943,223793.63039246778,Other,696.3893471209236,2,294,1.29,2024-10-13,0
1378,52.0,Female,South,Secondary,Salaried,811507.7388130315,361226.526491833,Car,733.8147248886718,12,195,0.33,2020-05-12,0
1379,66.0,Female,South,Secondary,Self-Employed,543004.3533793406,262913.0153244187,Home,611.8544940455886,3,356,1.29,2021-11-05,0
1380,34.0,Male,West,Graduate,Unemployed,962795.9450374766,291881.88831281435,Home,780.8012096664643,6,398,0.4,2020-04-13,0
1381,61.0,Female,West,Graduate,Salaried,,210005.5428746273,Other,727.2484279028888,11,343,0.31,2025-02-10,0
1382,45.0,Female,West,Graduate,Salaried,802212.2547496854,157555.5471551569,Business,777.3380681804441,11,192,1.03,2020-12-17,0
1383,47.0,Female,South,Secondary,Salaried,1009431.1213822841,185320.34749305414,Home,625.9249544724065,4,294,0.81,2023-09-02,0
1384,46.0,Female,South,Post-Graduate,Self-Employed,1044725.4249616173,254890.14687693512,Home,771.6548996506117,4,83,1.38,2023-06-25,0
1385,63.0,Female,East,Primary,Self-Employed,633218.4160148269,672407.0709086176,Other,824.3634111980621,12,120,0.67,2020-10-25,0
1386,70.0,Female,West,Primary,Self-Employed,,560146.2557289948,Education,616.9985973315185,0,341,0.57,2018-07-28,0
1387,23.0,Other,West,Graduate,Unemployed,,193561.77885613363,Car,637.6664769305531,7,85,0.85,2019-01-14,0
1388,52.0,Female,West,Secondary,Self-Employed,1325949.0568171935,276545.0009181499,Home,574.1825198074881,12,350,0.79,2025-02-11,1
1389,58.0,,North,Secondary,Salaried,895031.5014684546,232382.15447238638,Education,558.4627923071338,3,64,0.65,2022-10-01,0
1390,54.0,Female,East,Secondary,Salaried,721014.608959234,286396.7337314144,Business,559.3958926986965,9,106,1.1,2021-02-07,1
1391,41.0,Male,West,Secondary,Salaried,778140.5433644357,305424.0365380907,Education,585.0827094570166,4,86,1.19,2018-06-30,0
1392,46.0,Female,West,Primary,Salaried,801776.3538615168,349324.8281073932,Other,671.9790383188457,1,278,1.31,2018-01-15,0
1393,66.0,Male,West,Post-Graduate,Self-Employed,809185.8851958705,62908.125091466965,Business,588.4640368462918,11,224,1.46,2021-09-28,1
1394,63.0,Female,North,Secondary,Unemployed,640000.4455883608,322303.6307750535,Business,669.5330043669494,12,197,0.55,2019-06-20,0
1395,70.0,Other,North,Graduate,Salaried,601418.1751912063,219814.5434250394,Education,671.1876120955961,0,299,1.13,2025-02-22,0
1396,48.0,Female,South,Graduate,Salaried,662036.6595683767,188627.80050108905,Other,612.3900484900497,8,363,0.71,2020-12-08,0
1397,52.0,Male,East,Post-Graduate,Self-Employed,415077.07373819815,399164.2794503453,Home,644.9890316344556,1,36,1.08,2019-10-24,0
1398,50.0,Male,South,Primary,Salaried,879568.601743615,558724.7357358547,Education,607.767008585095,5,315,0.82,2022-12-15,0
1399,69.0,Male,East,Post-Graduate,Salaried,499573.7393377568,378700.74154486664,Home,625.1408181378838,0,221,1.49,2024-03-09,0
1400,38.0,Female,North,Secondary,Salaried,,207051.78217413407,Education,585.2909620428628,0,191,1.15,2022-10-18,0
1401,49.0,Male,West,Graduate,Salaried,696411.3833589628,156685.70124250915,Home,,8,281,1.44,2024-04-16,0
1402,40.0,Male,South,Graduate,Unemployed,667469.3425775283,59687.49335809911,Education,601.9563307632134,3,213,1.29,2018-02-09,0
1403,50.0,Male,West,Graduate,Salaried,762408.6189472472,293977.3487517667,Business,556.7147299249764,8,168,1.37,2019-04-04,1
1404,20.0,Female,South,Secondary,Salaried,557948.6576508976,358436.9507277104,Car,697.474311107883,10,394,1.26,2018-11-05,0
1405,35.0,Female,North,Graduate,Salaried,601864.3604422567,255012.60261807064,Business,700.1832961028371,4,395,0.8,2019-09-03,0
1406,,Male,North,Secondary,Unemployed,873029.8762721227,427997.7015841379,Home,738.9358828515286,6,54,0.53,2024-02-13,0
1407,59.0,Male,North,Graduate,Salaried,857804.3001237984,138677.2933096696,Other,568.0482100316657,0,388,0.68,2018-05-28,0
1408,48.0,Female,South,Post-Graduate,Salaried,847381.2615441695,246318.4578381903,Business,611.525815463121,5,48,0.23,2022-02-21,0
1409,20.0,Female,East,Secondary,Salaried,708491.9030878706,236771.19224152842,Car,668.4396324071778,7,282,0.88,2024-07-13,0
1410,57.0,Female,South,Post-Graduate,Salaried,742230.6558330687,253963.45504456427,Home,609.8368098550192,0,240,0.86,2024-03-13,0
1411,63.0,Male,East,Primary,Salaried,757609.7219276258,481165.1471735722,Business,695.6729587046258,8,72,0.88,2019-08-30,0
1412,41.0,Female,South,Primary,Self-Employed,535989.5650477558,254633.08050529164,Education,689.8346309987148,2,298,1.47,2022-10-27,0
1413,67.0,Female,South,Primary,Salaried,1068511.6500365252,231562.1943703965,Other,688.3436284952853,0,372,1.38,2019-06-07,0
1414,49.0,Female,North,Secondary,Salaried,1032897.0081219249,167988.91265304573,Home,766.7733786643412,0,95,0.41,2018-06-21,0
1415,64.0,Female,West,Graduate,Self-Employed,898561.3977502418,521408.8405314468,Business,701.526165956676,12,195,0.68,2021-06-16,0
1416,39.0,Male,West,Primary,,593534.6033996006,131189.99417983583,Home,662.3112889185142,10,29,0.75,2022-02-02,0
1417,40.0,Male,East,Primary,Salaried,834786.0294875376,203516.07707632566,Education,,5,136,0.67,2018-06-13,0
1418,19.0,Female,West,Post-Graduate,Salaried,944592.484442443,625914.1709344626,Car,640.0908713458547,10,299,1.24,2022-01-05,0
1419,44.0,Female,South,Graduate,Unemployed,394200.7745697142,339124.1857871289,Business,564.8631876927941,5,237,0.88,2020-05-10,1
1420,59.0,Female,South,Graduate,Salaried,1123627.9404246244,265643.82165594614,Home,508.7431850439983,0,194,0.94,2020-10-19,0
1421,19.0,Female,North,Post-Graduate,Unemployed,265153.0972110512,271263.52050197317,Home,687.1004902184851,2,253,1.31,2019-02-26,0
1422,43.0,Female,North,Graduate,Self-Employed,876151.4549272688,167177.4339852318,Home,747.8906350050453,6,271,1.25,2021-12-19,0
